模板ID,名称,品级,描述,装备类型,类型,子类型,占用格子,门派ID,五行,秘籍ID,可奇遇获取,非公开,门派内排序,使用需求,正练效果ID,逆练效果ID,继承造诣加成比例,修习类型,突破盘ID,走火入魔内伤,走火入魔受伤部位,走火入魔伤害值,走火入魔气乱,可获得内力总量,每循环获得内力,循环目标类型,循环转化类型,每循环五行变化,特定格子,通用格子,命中值,闪避值,穿透,穿透抵抗,架势提气恢复,移动速度,破绽恢复,施展速度,封穴恢复,切换武器速度,攻击速度,内功比例,气乱恢复,毒抗,准备总进度,需求身体部位,脚力消耗,提气架势总消耗,基础内功比例,内功比例变化范围,穿透值,施展时额外距离,式消耗,武器耐久消耗,移动力消耗,最适武器ID,固定最佳武器ID,受伤部位攻击比例分布,总命中,每击伤害比例分布,有攻击封穴效果,有攻击破绽效果,毒素,装备破坏几率,增加移动力类型,增加破体特性,施展时增加移动速度,施展时增加移动速度百分比,移动冷却加成,施展时增加命中,脚力减少速度,脚力增加速度,移动消耗脚力,最大跳跃距离,跳跃准备帧,可部分跳跃,跳跃距离变化帧,跳跃距离变化持续,分数加成类型,分数加成,施展时增加外功穿透抵抗,施展时增加内功穿透抵抗,施展时增加闪避,反击伤害,外伤反弹率,内伤反弹率,持续帧,反弹距离,属性加成列表,外伤步骤,内伤步骤,致命伤步骤,心神伤步骤,可能真气策略列表,额外内力分配进度,循环加成技能列表,真气策略生成概率,无效突破加成类型,正练效果,逆练效果
821,诉死歌,7,,1,乐器,Invalid,3,0,2,-1,false,false,-1,属性107=10,1575,1575,0,-1,7,true,2,3,500,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",33000,"0, 3",0,80,100,0,0,20,式9=3,0,0,866,-1,"0, 0, 10, 20, 20, 40, 40",1000,"0, 0, 0, 100",false,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",100,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-2,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"0, 1, 2, 3",以此神力攻击敌人时，九寒获得24层此效果：敌人兵器攻击需要的准备时间大幅上升，且命中率大幅下降，此效果层数会随时间自动减少,以此神力攻击敌人时，九寒获得24层此效果：敌人兵器攻击需要的准备时间大幅上升，且命中率大幅下降，此效果层数会随时间自动减少
822,归嬉提扶,6,,1,刀法,Invalid,2,0,3,-1,false,false,-1,属性106=10,1576,1576,0,-1,6,false,"3, 4, 5, 6",2,350,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",21000,6,0,60,0,0,840,15,式4=3,0,0,843,-1,"10, 10, 10, 50, 50, 0, 0",210,"40, 0, 60, 0",true,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",100,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-2,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"0, 1, 2, 3",此神力施展结束时，金凰儿获得6层此效果：金凰儿的兵器攻击会重复2次,此神力施展结束时，金凰儿获得6层此效果：金凰儿的兵器攻击会重复2次
823,火炙八风,8,,1,刀法,Invalid,2,0,3,-1,false,false,-1,list,1577,1577,0,-1,8,false,"2, 0, 1, 3, 4, 5, 6",2,350,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",24000,list2,0,100,0,0,960,25,式21=3,0,0,855,-1,"10, 10, 10, 50, 50, 0, 0",190,"50, 0, 50, 0",false,true,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",100,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-2,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"0, 1, 2, 3",此神力施展结束时，金凰儿获得18层此效果：敌人持续出现1个破绽；敌人每因此效果出现破绽，此效果层数减少1层,此神力施展结束时，金凰儿获得18层此效果：敌人持续出现1个破绽；敌人每因此效果出现破绽，此效果层数减少1层
824,赤羽破空,7,,1,刀法,Invalid,2,0,3,-1,false,false,-1,属性107=10,1578,1578,0,-1,7,false,"3, 4, 5, 6",2,350,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",30000,6,0,80,0,0,1080,20,式3=3,0,0,867,-1,"10, 10, 10, 50, 50, 0, 0",170,"60, 0, 40, 0",false,true,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",100,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-2,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"0, 1, 2, 3",此神力发挥$0$成威力时，金凰儿将敌人击退6距离，如果击退后敌人与敌我最大距离之间的距离小于6，损耗敌人所有的脚力，并根据此功法的威力对敌人施加随机部位的更难恢复的旧时伤害,此神力发挥$0$成威力时，金凰儿将敌人击退6距离，如果击退后敌人与敌我最大距离之间的距离小于6，损耗敌人所有的脚力，并根据此功法的威力对敌人施加随机部位的更难恢复的旧时伤害
825,善哉贺世,6,,1,刀法,Invalid,3,0,3,-1,false,false,-1,属性106=10,1579,1579,0,-1,6,false,"3, 4, 5, 6",3,500,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",21000,6,0,60,0,0,840,15,式4=3,0,0,843,-1,"10, 10, 10, 50, 50, 0, 0",210,"40, 0, 60, 0",true,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",100,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-2,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"0, 1, 2, 3",此神力施展结束时，金凰儿获得6层此效果：金凰儿的兵器攻击会重复4次,此神力施展结束时，金凰儿获得6层此效果：金凰儿的兵器攻击会重复4次
826,凤引九雏,8,,1,刀法,Invalid,3,0,3,-1,false,false,-1,list,1580,1580,0,-1,8,false,"2, 0, 1, 3, 4, 5, 6",3,500,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",24000,list2,0,100,0,0,960,25,式21=3,0,0,855,-1,"10, 10, 10, 50, 50, 0, 0",190,"50, 0, 50, 0",false,true,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",100,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-2,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"0, 1, 2, 3",此神力施展结束时，金凰儿获得18层此效果：敌人持续出现2个破绽；敌人每因此效果出现破绽，此效果层数减少1层,此神力施展结束时，金凰儿获得18层此效果：敌人持续出现2个破绽；敌人每因此效果出现破绽，此效果层数减少1层
827,金翎破空,7,,1,刀法,Invalid,3,0,3,-1,false,false,-1,属性107=10,1581,1581,0,-1,7,false,"3, 4, 5, 6",3,500,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",30000,6,0,80,0,0,1080,20,式3=3,0,0,867,-1,"10, 10, 10, 50, 50, 0, 0",170,"60, 0, 40, 0",false,true,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",100,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-2,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"0, 1, 2, 3",此神力发挥$0$成威力时，金凰儿将敌人击退6距离，如果击退后敌人与敌我最大距离之间的距离小于6，损耗敌人所有的脚力，并根据此功法的威力对敌人施加大量随机部位的更难恢复的旧时伤害,此神力发挥$0$成威力时，金凰儿将敌人击退6距离，如果击退后敌人与敌我最大距离之间的距离小于6，损耗敌人所有的脚力，并根据此功法的威力对敌人施加大量随机部位的更难恢复的旧时伤害
828,寻狐,6,,1,指法,Invalid,2,0,5,-1,false,false,-1,属性106=10,1582,1582,0,-1,6,true,"2, 0, 1, 3, 4, 5, 6",2,350,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",24000,0,0,60,100,0,840,15,式7=3,0,0,856,-1,"0, 0, 10, 40, 40, 20, 20",240,"0, 70, 30, 0",true,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 600, 2",100,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-2,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"0, 1, 2, 3",施展此神力的过程中，衣以侯可以移动；开始施展此神力时，如果敌人有相互爱慕或相互仇恨的人物，衣以侯向敌人添加3个「无」式；此神力发挥$0$成威力时，衣以侯向敌人添加3个「无」式,施展此神力的过程中，衣以侯可以移动；开始施展此神力时，如果敌人有相互爱慕或相互仇恨的人物，衣以侯向敌人添加3个「无」式；此神力发挥$0$成威力时，衣以侯向敌人添加3个「无」式
829,残狐啼,7,,1,乐器,Invalid,2,0,5,-1,false,false,-1,属性107=10,1583,1583,0,-1,7,true,2,2,350,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",27000,0,0,80,100,0,0,20,式9=3,0,0,868,-1,"0, 0, 10, 40, 40, 20, 20",1200,"0, 0, 0, 100",true,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 800, 2",100,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-2,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"0, 1, 2, 3",施展此神力的过程中，如果敌人在衣以侯的攻击范围内：根据此功法的威力持续对敌人施加失神标记；持续减少敌人的式,施展此神力的过程中，如果敌人在衣以侯的攻击范围内：根据此功法的威力持续对敌人施加失神标记；持续减少敌人的式
830,四象血火术,8,,1,奇门,Invalid,2,0,5,-1,false,false,-1,list,1584,1584,0,-1,8,true,"2, 0, 1, 3, 4, 5, 6",2,350,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",33000,list2,0,100,100,0,1200,25,式21=3,0,0,844,-1,"0, 0, 10, 40, 40, 20, 20",170,"0, 60, 40, 0",false,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",100,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-2,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"0, 1, 2, 3",此神力发挥$0$成威力时，衣以侯对敌人造成的伤害会同时作用于敌人的2个部位,此神力发挥$0$成威力时，衣以侯对敌人造成的伤害会同时作用于敌人的2个部位
831,归狐,6,,1,指法,Invalid,3,0,5,-1,false,false,-1,属性106=10,1585,1585,0,-1,6,true,"2, 0, 1, 3, 4, 5, 6",3,500,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",24000,0,0,60,100,0,840,15,式7=3,0,0,856,-1,"0, 0, 10, 40, 40, 20, 20",240,"0, 70, 30, 0",true,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 600, 3",100,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-2,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"0, 1, 2, 3",施展此神力的过程中，衣以侯可以移动；开始施展此神力时，如果敌人有相互爱慕或相互仇恨的人物，衣以侯向敌人添加6个「无」式；此神力发挥$0$成威力时，衣以侯向敌人添加6个「无」式,施展此神力的过程中，衣以侯可以移动；开始施展此神力时，如果敌人有相互爱慕或相互仇恨的人物，衣以侯向敌人添加6个「无」式；此神力发挥$0$成威力时，衣以侯向敌人添加6个「无」式
832,残狐恸,7,,1,乐器,Invalid,3,0,5,-1,false,false,-1,属性107=10,1586,1586,0,-1,7,true,2,3,500,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",27000,0,0,80,100,0,0,20,式9=3,0,0,868,-1,"0, 0, 10, 40, 40, 20, 20",1200,"0, 0, 0, 100",true,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 800, 3",100,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-2,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"0, 1, 2, 3",施展此神力的过程中，如果敌人在衣以侯的攻击范围内：根据此功法的威力持续对敌人施加大量失神标记；持续减少敌人的式,施展此神力的过程中，如果敌人在衣以侯的攻击范围内：根据此功法的威力持续对敌人施加大量失神标记；持续减少敌人的式
833,焚神血火术,8,,1,奇门,Invalid,3,0,5,-1,false,false,-1,list,1587,1587,0,-1,8,true,"2, 0, 1, 3, 4, 5, 6",3,500,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",33000,list2,0,100,100,0,1200,25,式21=3,0,0,844,-1,"0, 0, 10, 40, 40, 20, 20",170,"0, 60, 40, 0",false,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",100,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-2,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"0, 1, 2, 3",此神力发挥$0$成威力时，衣以侯对敌人造成的伤害会同时作用于敌人的4个部位,此神力发挥$0$成威力时，衣以侯对敌人造成的伤害会同时作用于敌人的4个部位
834,龙吞式,6,,1,长兵,Invalid,2,0,5,-1,false,false,-1,属性107=10,1588,1588,0,-1,6,false,"3, 4, 5, 6",2,350,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",30000,4,0,60,50,0,1080,15,式3=3,0,0,845,-1,"30, 10, 10, 20, 20, 20, 20",200,"60, 40, 0, 0",false,true,"0, 0, 0, 0, 0, 0, 0, 0, 600, 2, 0, 0",100,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-2,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"0, 1, 2, 3",此神力发挥$0$成威力时，卫起将敌人随机类型的18点真气变化为1层此效果：如果卫起某个部位的伤势标记达到6个，消耗此效果，消除卫起该部位所有的伤势,此神力发挥$0$成威力时，卫起将敌人随机类型的18点真气变化为1层此效果：如果卫起某个部位的伤势标记达到6个，消耗此效果，消除卫起该部位所有的伤势
835,龙衔式,7,,1,长兵,Invalid,2,0,5,-1,false,false,-1,属性106=10,1589,1589,0,-1,7,false,"0, 1, 3, 4",2,350,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",27000,4,0,80,50,0,840,20,式5=3,0,0,857,-1,"30, 10, 10, 20, 20, 20, 20",240,"40, 60, 0, 0",false,true,"0, 0, 0, 0, 0, 0, 0, 0, 800, 2, 0, 0",100,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-2,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"0, 1, 2, 3",此神力发挥$0$成威力时，卫起将敌人的最多3个妨害标记变化为最多6层此效果：此效果的每个层数可抵消1个卫起受到的妨害标记,此神力发挥$0$成威力时，卫起将敌人的最多3个妨害标记变化为最多6层此效果：此效果的每个层数可抵消1个卫起受到的妨害标记
836,龙逐式,8,,1,长兵,Invalid,2,0,5,-1,false,false,-1,list,1590,1590,0,-1,8,false,"0, 1, 5, 6",2,350,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",36000,list2,0,100,50,0,1200,25,式21=3,0,0,869,-1,"30, 10, 10, 20, 20, 20, 20",190,"50, 50, 0, 0",false,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",100,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-2,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"0, 1, 2, 3",此神力发挥$0$成威力时，卫起将敌人的最多3个可用的式变化为最多3层此效果：每当敌人施展功法，卫起消耗此效果的层数，累积大幅降低敌人所施展的功法的威力，持续直到卫起再次施展此神力,此神力发挥$0$成威力时，卫起将敌人的最多3个可用的式变化为最多3层此效果：每当敌人施展功法，卫起消耗此效果的层数，累积大幅降低敌人所施展的功法的威力，持续直到卫起再次施展此神力
837,舍身式,6,,1,长兵,Invalid,3,0,5,-1,false,false,-1,属性107=10,1591,1591,0,-1,6,false,"3, 4, 5, 6",3,500,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",30000,4,0,60,50,0,1080,15,式3=3,0,0,845,-1,"30, 10, 10, 20, 20, 20, 20",200,"60, 40, 0, 0",false,true,"0, 0, 0, 0, 0, 0, 0, 0, 600, 3, 0, 0",100,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-2,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"0, 1, 2, 3",此神力施展结束后，卫起将自身随机类型的18点真气变化为1层此效果：如果敌人某个部位的伤势标记达到6个，消耗此效果，卫起所有类型的真气增加18点,此神力施展结束后，卫起将自身随机类型的18点真气变化为1层此效果：如果敌人某个部位的伤势标记达到6个，消耗此效果，卫起所有类型的真气增加18点
838,舍命式,7,,1,长兵,Invalid,3,0,5,-1,false,false,-1,属性106=10,1592,1592,0,-1,7,false,"0, 1, 3, 4",3,500,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",27000,4,0,80,50,0,840,20,式5=3,0,0,857,-1,"30, 10, 10, 20, 20, 20, 20",240,"40, 60, 0, 0",false,true,"0, 0, 0, 0, 0, 0, 0, 0, 800, 3, 0, 0",100,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-2,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"0, 1, 2, 3",此神力施展结束后，卫起将自身的最多3个妨害标记变化为最多6层此效果：此效果的层数可每次增加1个敌人受到的妨害标记,此神力施展结束后，卫起将自身的最多3个妨害标记变化为最多6层此效果：此效果的层数可每次增加1个敌人受到的妨害标记
839,舍心式,8,,1,长兵,Invalid,3,0,5,-1,false,false,-1,list,1593,1593,0,-1,8,false,"0, 1, 5, 6",3,500,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",36000,list2,0,100,50,0,1200,25,式21=3,0,0,869,-1,"30, 10, 10, 20, 20, 20, 20",190,"50, 50, 0, 0",false,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",100,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-2,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"0, 1, 2, 3",此神力施展结束后，卫起将自身的最多3个随机的式变化为最多3层此效果：每当卫起施展神力，卫起消耗此效果的层数，累积大幅提高自己所施展的神力的威力，持续直到此效果层数耗尽,此神力施展结束后，卫起将自身的最多3个随机的式变化为最多3层此效果：每当卫起施展神力，卫起消耗此效果的层数，累积大幅提高自己所施展的神力的威力，持续直到此效果层数耗尽
840,无心化心,6,,1,剑法,Invalid,2,0,5,-1,false,false,-1,属性107=10,1594,1594,0,-1,6,true,"5, 6",2,350,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",18000,0,0,80,100,0,720,20,式5=3,0,0,846,-1,"0, 0, 10, 10, 10, 50, 50",230,"0, 70, 30, 0",false,true,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",100,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-2,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list2,"0, 0, 0, 0, 0",,0,"0, 1, 2, 3",施展此神力的过程中，敌人击中以向的几率减半，每当敌人未能击中以向，敌人随机出现2个封穴,施展此神力的过程中，敌人击中以向的几率减半，每当敌人未能击中以向，敌人随机出现2个封穴
841,无剑化剑,7,,1,剑法,Invalid,2,0,5,-1,false,false,-1,属性106=10,1595,1595,0,-1,7,true,"3, 4, 5, 6",2,350,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",15000,0,0,60,100,0,920,15,式4=3,0,0,870,-1,"0, 0, 10, 10, 10, 50, 50",170,"0, 60, 40, 0",true,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",100,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-2,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"0, 1, 2, 3",此神力发挥$0$成威力时，以向恢复所有的脚力；以此神力攻击敌人时，以向剩余的脚力越多，此神力的威力就提高越多,此神力发挥$0$成威力时，以向恢复所有的脚力；以此神力攻击敌人时，以向剩余的脚力越多，此神力的威力就提高越多
842,无魂化魂,8,,1,剑法,Invalid,2,0,5,-1,false,false,-1,list,1596,1596,0,-1,8,true,"2, 0, 1, 3, 4, 5, 6",2,350,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",24000,list2,0,100,100,0,880,25,式21=3,0,0,858,-1,"0, 0, 10, 10, 10, 50, 50",200,"0, 100, 0, 0",true,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",100,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-2,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list,"0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list2,"0, 0, 0, 0, 0",loopBonusSkillList,0,"0, 1, 2, 3",开始施展此神力时，以向立即同时无需施展过程、无需消耗地施展「护体」、「轻灵」神力，且这些神力的威力大幅提高，持续直到这些神力结束,开始施展此神力时，以向立即同时无需施展过程、无需消耗地施展「护体」、「轻灵」神力，且这些神力的威力大幅提高，持续直到这些神力结束
